gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,Cluster
Male,0,No,9,No,Yes,Fiber optic,Month-to-month,25,No,1
Female,1,No,45,Yes,No,Fiber optic,Month-to-month,86,No,3
Female,0,No,21,No,No,Fiber optic,Month-to-month,28,No,1
Female,0,No,26,Yes,Yes,Fiber optic,Two year,89,Yes,0
Female,0,No,1,Yes,Yes,DSL,Two year,85,Yes,0
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,89,Yes,3
Female,0,No,11,Yes,No,Fiber optic,Month-to-month,70,No,0
Female,0,No,59,Yes,Yes,DSL,Month-to-month,109,No,2
Female,0,No,31,Yes,No,Fiber optic,Month-to-month,84,No,0
Female,0,Yes,54,Yes,Yes,Fiber optic,One year,25,No,1
Female,0,Yes,16,Yes,Yes,DSL,One year,19,No,1
Male,1,No,9,Yes,No,DSL,Month-to-month,55,Yes,3
Female,0,No,21,Yes,Yes,DSL,Month-to-month,97,Yes,0
Male,0,No,1,Yes,Yes,Fiber optic,One year,21,No,1
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,54,No,0
Male,1,No,7,Yes,Yes,Fiber optic,Month-to-month,74,Yes,3
Male,0,No,21,Yes,Yes,DSL,One year,104,No,0
Female,0,No,65,Yes,No,DSL,Month-to-month,108,No,2
Male,0,No,4,No,No,DSL,Two year,45,Yes,1
Male,0,Yes,72,Yes,No,DSL,Month-to-month,112,No,2
Male,1,No,68,No,No,DSL,Month-to-month,42,No,3
Female,0,Yes,67,Yes,No,DSL,Two year,85,No,2
Male,0,No,1,Yes,No,DSL,Month-to-month,79,Yes,0
Female,0,No,69,Yes,No,DSL,One year,96,No,2
Male,0,No,60,Yes,Yes,Fiber optic,Two year,90,No,2
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,88,Yes,0
Male,0,Yes,63,No,No,DSL,Month-to-month,59,No,2
Male,0,Yes,71,Yes,Yes,Fiber optic,Month-to-month,91,No,2
Female,0,No,35,Yes,Yes,Fiber optic,Month-to-month,86,Yes,0
Female,0,No,34,Yes,Yes,Fiber optic,One year,70,Yes,0
Male,0,Yes,53,Yes,Yes,DSL,Month-to-month,70,No,2
Male,0,No,17,No,No,Fiber optic,Month-to-month,34,No,1
Female,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,60,Yes,0
Male,0,No,56,Yes,No,Fiber optic,Month-to-month,81,No,2
Male,0,Yes,7,Yes,Yes,DSL,Two year,50,Yes,0
Male,0,No,67,Yes,No,Fiber optic,Month-to-month,111,No,2
Male,0,No,11,Yes,No,Fiber optic,Two year,61,No,0
Male,0,Yes,1,Yes,Yes,DSL,One year,20,No,1
Male,0,No,2,Yes,No,DSL,Month-to-month,25,No,1
Female,0,No,69,Yes,No,DSL,Month-to-month,105,No,2
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,80,Yes,0
Female,0,No,21,Yes,Yes,DSL,Two year,90,No,0
Male,1,No,72,Yes,Yes,Fiber optic,Month-to-month,97,No,3
Female,1,No,2,Yes,No,Fiber optic,One year,84,No,3
Male,0,No,57,Yes,No,DSL,Two year,21,No,1
Male,0,No,1,Yes,No,DSL,Month-to-month,90,Yes,0
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,81,Yes,0
Female,0,No,2,Yes,No,DSL,Month-to-month,19,No,1
Female,0,No,9,Yes,No,DSL,Month-to-month,77,No,0
Female,0,No,71,Yes,Yes,Fiber optic,Month-to-month,111,No,2
Female,0,Yes,13,Yes,Yes,Fiber optic,Month-to-month,19,No,1
Male,0,Yes,50,Yes,Yes,Fiber optic,Two year,45,No,1
Male,1,No,10,Yes,No,DSL,Two year,90,Yes,3
Male,1,No,64,Yes,Yes,Fiber optic,Two year,94,No,3
Female,0,Yes,1,Yes,Yes,Fiber optic,One year,70,Yes,0
Male,0,No,2,No,No,DSL,Two year,25,No,1
Female,0,No,30,Yes,No,DSL,Month-to-month,110,No,0
Male,0,No,7,Yes,No,DSL,One year,90,Yes,0
Male,0,No,26,Yes,No,DSL,Month-to-month,19,No,1
Male,0,No,20,Yes,No,DSL,Month-to-month,50,No,0
Female,0,No,72,Yes,No,DSL,Month-to-month,26,No,1
Female,0,Yes,13,Yes,No,Fiber optic,Month-to-month,56,Yes,0
Male,0,No,70,Yes,Yes,Fiber optic,Month-to-month,85,No,2
Male,0,No,3,No,No,DSL,Month-to-month,30,No,1
Male,0,No,2,Yes,No,DSL,Month-to-month,76,Yes,0
Female,1,No,72,Yes,No,Fiber optic,Month-to-month,116,No,3
Male,1,No,33,Yes,No,Fiber optic,Month-to-month,84,Yes,3
Male,1,No,15,Yes,No,DSL,Two year,74,Yes,3
Male,0,No,1,No,No,DSL,Month-to-month,29,No,1
Male,1,No,55,Yes,No,Fiber optic,Month-to-month,99,Yes,3
Male,0,Yes,5,Yes,Yes,Fiber optic,One year,64,No,0
Male,0,No,3,Yes,No,Fiber optic,Month-to-month,80,Yes,0
Female,0,No,65,Yes,Yes,Fiber optic,Two year,90,No,2
Male,0,Yes,39,Yes,Yes,Fiber optic,Month-to-month,60,No,2
Male,0,No,70,Yes,Yes,DSL,Two year,25,No,1
Male,0,No,34,Yes,No,DSL,Two year,116,No,2
Male,0,No,30,Yes,Yes,Fiber optic,Month-to-month,50,No,1
Female,0,No,12,No,Yes,Fiber optic,Two year,50,No,0
Male,0,Yes,9,Yes,No,DSL,Month-to-month,20,No,1
Female,0,No,49,No,No,Fiber optic,Month-to-month,56,No,1
Female,0,No,7,Yes,Yes,DSL,One year,44,No,0
Female,1,No,38,Yes,No,DSL,Month-to-month,83,No,3
Male,0,No,63,Yes,No,DSL,One year,109,No,2
Male,1,No,1,Yes,No,DSL,Month-to-month,72,Yes,3
Male,0,No,30,Yes,No,DSL,Two year,90,No,0
Female,0,No,23,Yes,No,DSL,Month-to-month,74,No,0
Female,0,No,57,Yes,Yes,Fiber optic,Month-to-month,70,No,2
Female,1,No,70,Yes,Yes,Fiber optic,One year,76,No,3
Male,0,Yes,71,Yes,Yes,Fiber optic,Two year,107,No,2
Male,0,Yes,20,Yes,Yes,DSL,One year,50,No,1
Female,0,Yes,72,Yes,No,Fiber optic,Month-to-month,25,No,1
Male,0,No,22,Yes,Yes,DSL,Two year,70,No,0
Male,0,No,15,Yes,Yes,Fiber optic,Month-to-month,26,No,1
Female,0,No,9,No,Yes,Fiber optic,Month-to-month,49,Yes,0
Female,0,No,38,Yes,No,Fiber optic,Month-to-month,105,Yes,2
Male,1,No,7,No,Yes,Fiber optic,Month-to-month,30,No,3
Female,0,No,26,Yes,No,DSL,Month-to-month,73,No,0
Female,0,No,56,Yes,No,Fiber optic,One year,60,No,2
Female,0,No,49,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,70,No,0
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,74,Yes,3
Female,1,No,70,Yes,Yes,Fiber optic,Month-to-month,20,No,3
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,56,No,0
Female,0,No,65,Yes,No,DSL,One year,60,No,2
Male,1,No,69,Yes,No,Fiber optic,Month-to-month,108,Yes,3
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,55,Yes,0
Male,0,No,24,Yes,No,DSL,Month-to-month,90,Yes,0
Female,0,No,25,Yes,Yes,Fiber optic,One year,95,No,0
Female,0,No,17,Yes,Yes,DSL,Month-to-month,20,No,1
Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,70,No,0
Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Female,0,Yes,70,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Male,0,Yes,54,Yes,No,Fiber optic,One year,105,No,2
Female,0,No,15,Yes,Yes,Fiber optic,Two year,19,Yes,1
Male,0,Yes,71,Yes,Yes,Fiber optic,One year,67,No,2
Male,0,No,70,Yes,No,DSL,Two year,20,No,1
Female,1,No,53,Yes,Yes,Fiber optic,Two year,96,No,3
Female,0,No,2,Yes,No,DSL,Two year,80,No,0
Female,1,No,59,Yes,No,DSL,Two year,79,No,3
Female,0,No,22,Yes,No,Fiber optic,Month-to-month,84,No,0
Female,0,Yes,22,Yes,Yes,Fiber optic,One year,76,No,0
Female,0,No,57,No,Yes,Fiber optic,Month-to-month,50,No,1
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,71,Yes,0
Female,0,Yes,10,Yes,Yes,Fiber optic,Month-to-month,102,Yes,0
Female,1,No,55,Yes,No,DSL,One year,52,No,3
Female,0,Yes,43,Yes,No,Fiber optic,One year,24,No,1
Female,1,No,18,No,No,DSL,Two year,48,Yes,3
Female,0,Yes,2,Yes,Yes,Fiber optic,Two year,81,No,0
Female,0,Yes,52,Yes,Yes,DSL,Month-to-month,25,No,1
Male,0,No,60,Yes,No,DSL,Month-to-month,61,No,2
Female,0,No,59,Yes,Yes,Fiber optic,Month-to-month,83,No,2
Female,0,No,69,Yes,No,DSL,Month-to-month,104,No,2
Male,0,No,14,Yes,No,Fiber optic,One year,101,Yes,0
Female,0,Yes,43,No,No,Fiber optic,Month-to-month,60,No,1
Female,0,Yes,12,Yes,Yes,Fiber optic,One year,19,No,1
Female,0,Yes,8,Yes,Yes,Fiber optic,One year,20,No,1
Female,0,Yes,3,Yes,No,DSL,Month-to-month,69,No,0
Male,0,Yes,58,Yes,Yes,Fiber optic,Two year,105,No,2
Female,0,Yes,13,Yes,Yes,Fiber optic,Two year,63,No,0
Male,0,No,23,Yes,No,DSL,Two year,20,No,1
Female,0,No,17,Yes,Yes,DSL,Two year,79,No,0
Male,0,No,52,Yes,Yes,Fiber optic,Month-to-month,109,No,2
Male,0,No,32,Yes,Yes,DSL,One year,79,Yes,0
Female,0,No,36,No,No,DSL,Month-to-month,35,No,1
Male,1,No,67,Yes,No,DSL,One year,25,No,3
Male,1,Yes,29,Yes,No,Fiber optic,Month-to-month,104,No,3
Female,0,No,65,Yes,No,DSL,Month-to-month,111,No,2
Male,1,No,41,Yes,Yes,Fiber optic,One year,84,Yes,3
Male,0,Yes,60,Yes,Yes,DSL,Month-to-month,66,No,2
Female,0,No,53,Yes,No,DSL,Month-to-month,20,No,1
Female,0,No,68,Yes,Yes,Fiber optic,Two year,25,No,1
Male,1,No,2,Yes,No,DSL,Month-to-month,75,Yes,3
Male,0,Yes,61,No,No,DSL,Two year,34,No,1
Male,0,Yes,41,Yes,No,Fiber optic,One year,20,No,1
Male,1,No,69,Yes,Yes,DSL,Two year,74,No,3
Male,1,Yes,35,Yes,Yes,Fiber optic,Month-to-month,76,No,3
Male,0,No,7,Yes,No,DSL,One year,51,Yes,0
Female,1,No,50,Yes,No,DSL,Two year,25,No,3
Male,0,Yes,36,Yes,Yes,DSL,Two year,64,No,2
Female,0,No,48,Yes,No,DSL,One year,100,No,2
Female,0,No,71,Yes,Yes,Fiber optic,One year,82,No,2
Male,1,No,65,Yes,Yes,Fiber optic,Month-to-month,109,No,3
Female,0,No,23,Yes,No,DSL,Two year,94,No,0
Female,1,No,66,Yes,Yes,Fiber optic,One year,64,No,3
Female,0,Yes,5,No,No,Fiber optic,Month-to-month,25,No,1
Male,1,No,72,Yes,Yes,Fiber optic,Month-to-month,113,No,3
Female,0,No,2,Yes,No,DSL,Month-to-month,20,No,1
Female,0,No,12,Yes,No,DSL,Month-to-month,19,No,1
Male,0,Yes,3,Yes,No,Fiber optic,Month-to-month,92,Yes,0
Male,0,No,72,Yes,Yes,Fiber optic,Month-to-month,89,No,2
Male,1,No,18,Yes,No,DSL,Month-to-month,59,No,3
Male,0,No,39,Yes,No,DSL,Month-to-month,54,No,1
Female,1,No,26,Yes,Yes,Fiber optic,Month-to-month,86,No,3
Female,0,No,72,Yes,No,DSL,Two year,65,No,2
Male,0,No,3,Yes,No,DSL,One year,24,No,1
Male,0,No,1,Yes,Yes,Fiber optic,Two year,60,Yes,0
Female,0,Yes,34,Yes,Yes,DSL,Two year,87,Yes,2
Female,0,No,11,Yes,Yes,Fiber optic,Two year,76,No,0
Male,0,No,66,Yes,Yes,DSL,One year,20,No,1
Female,0,No,2,Yes,Yes,DSL,Two year,81,Yes,0
Female,0,No,8,Yes,No,Fiber optic,Month-to-month,66,No,0
Female,0,No,33,Yes,No,DSL,Month-to-month,70,No,0
Female,0,No,72,Yes,Yes,DSL,Month-to-month,26,No,1
Female,0,No,58,Yes,No,DSL,Two year,60,No,2
Male,0,Yes,30,Yes,Yes,DSL,Month-to-month,84,No,0
Male,0,No,5,No,Yes,Fiber optic,One year,25,Yes,1
Female,1,Yes,46,Yes,No,DSL,Two year,110,No,3
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,70,No,0
Female,0,No,40,Yes,No,DSL,One year,65,No,0
Male,0,No,72,Yes,Yes,Fiber optic,One year,84,No,2
Male,0,Yes,49,Yes,Yes,Fiber optic,Two year,100,Yes,2
Female,0,No,1,Yes,Yes,Fiber optic,One year,55,Yes,0
Male,0,No,52,Yes,Yes,DSL,Two year,85,Yes,2
Female,0,Yes,72,Yes,No,DSL,Two year,20,No,1
Female,1,Yes,28,No,No,DSL,One year,39,No,3
Male,0,No,33,Yes,Yes,Fiber optic,Two year,91,No,0
Female,0,Yes,10,Yes,Yes,Fiber optic,Month-to-month,74,No,0
Female,0,No,16,Yes,No,DSL,Month-to-month,93,Yes,0
Female,0,Yes,22,Yes,No,DSL,Month-to-month,70,Yes,0
Female,0,No,58,Yes,No,DSL,Two year,25,No,1
Male,0,No,72,Yes,Yes,Fiber optic,One year,110,No,2
Male,0,No,10,Yes,Yes,DSL,Two year,54,No,0
Female,0,No,5,Yes,Yes,DSL,Month-to-month,20,No,1
Female,0,No,2,Yes,No,DSL,Month-to-month,71,Yes,0
Female,0,No,2,Yes,Yes,Fiber optic,One year,71,Yes,0
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,54,No,0
Female,0,Yes,53,Yes,Yes,Fiber optic,Month-to-month,104,No,2
Male,1,No,25,Yes,No,DSL,Month-to-month,89,Yes,3
Female,0,Yes,64,Yes,Yes,Fiber optic,One year,113,No,2
Female,0,No,2,Yes,No,Fiber optic,One year,46,No,0
Male,0,Yes,16,Yes,No,DSL,Two year,69,No,0
Female,0,No,39,Yes,No,DSL,Month-to-month,48,No,1
Male,0,No,35,Yes,No,Fiber optic,Month-to-month,26,No,1
Female,0,No,31,Yes,Yes,Fiber optic,Month-to-month,76,No,0
Female,0,No,5,Yes,Yes,Fiber optic,One year,54,Yes,0
Male,1,No,72,Yes,Yes,Fiber optic,Two year,112,No,3
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,91,No,0
Female,0,No,61,Yes,Yes,Fiber optic,Month-to-month,90,No,2
Female,0,No,31,Yes,Yes,DSL,Month-to-month,65,Yes,0
Male,0,No,2,No,Yes,DSL,Two year,40,Yes,1
Male,0,Yes,1,Yes,No,DSL,One year,21,No,1
Female,0,Yes,1,Yes,No,DSL,One year,20,No,1
Male,0,No,59,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Female,0,No,1,Yes,No,Fiber optic,Two year,96,Yes,0
Female,0,No,9,Yes,Yes,DSL,Two year,45,Yes,0
Female,0,Yes,14,Yes,Yes,Fiber optic,One year,92,Yes,0
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,87,No,0
Female,0,No,47,Yes,Yes,DSL,Two year,74,No,2
Female,0,Yes,7,Yes,No,DSL,Month-to-month,49,No,0
Female,0,Yes,28,Yes,No,Fiber optic,Month-to-month,90,No,0
Female,0,Yes,70,Yes,No,Fiber optic,One year,20,No,1
Female,0,Yes,26,Yes,Yes,DSL,Month-to-month,20,No,1
Female,0,Yes,61,Yes,Yes,Fiber optic,Month-to-month,99,Yes,2
Female,0,No,70,Yes,No,DSL,Month-to-month,102,No,2
Female,0,No,1,Yes,Yes,DSL,One year,20,No,1
Female,1,No,37,Yes,Yes,Fiber optic,Month-to-month,97,Yes,3
Male,0,Yes,60,Yes,No,Fiber optic,Month-to-month,91,Yes,2
Male,1,Yes,71,Yes,No,Fiber optic,Month-to-month,105,Yes,3
Male,0,No,31,Yes,No,Fiber optic,Month-to-month,101,No,0
Male,0,Yes,14,Yes,No,DSL,Two year,20,No,1
Male,0,Yes,50,Yes,Yes,DSL,Month-to-month,103,No,2
Male,0,Yes,1,Yes,No,DSL,Month-to-month,20,No,1
Male,1,No,41,Yes,No,Fiber optic,Month-to-month,100,Yes,3
Male,1,No,30,Yes,Yes,DSL,Two year,50,Yes,3
Male,1,Yes,64,Yes,No,DSL,One year,24,No,3
Male,1,No,7,Yes,No,DSL,One year,64,No,3
Male,0,Yes,1,Yes,No,DSL,Month-to-month,75,No,0
Male,0,No,51,Yes,No,DSL,Month-to-month,84,No,2
Female,0,Yes,50,Yes,No,DSL,Month-to-month,80,No,2
Male,0,Yes,44,Yes,No,DSL,Month-to-month,20,No,1
Female,0,No,65,Yes,Yes,DSL,Two year,105,No,2
Female,1,No,1,No,No,DSL,Two year,26,Yes,3
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,45,Yes,0
Female,0,No,48,Yes,No,Fiber optic,Month-to-month,102,No,2
Female,0,No,6,Yes,No,DSL,Month-to-month,110,Yes,0
Female,0,No,35,Yes,No,DSL,Month-to-month,62,No,0
Female,0,No,22,No,No,DSL,Two year,50,No,1
Male,0,Yes,72,No,No,DSL,One year,61,No,2
Female,1,Yes,55,Yes,Yes,DSL,Two year,76,No,3
Male,0,Yes,69,Yes,Yes,Fiber optic,Month-to-month,106,No,2
Male,1,No,72,Yes,Yes,DSL,Month-to-month,73,No,3
Female,1,No,1,Yes,No,DSL,Month-to-month,91,Yes,3
Female,0,Yes,26,Yes,Yes,Fiber optic,Two year,105,No,0
Male,0,Yes,23,Yes,Yes,DSL,One year,21,No,1
Female,0,No,2,Yes,No,DSL,Month-to-month,20,No,1
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,76,Yes,0
Female,1,No,40,Yes,Yes,Fiber optic,Month-to-month,104,No,3
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,95,Yes,0
Female,1,No,27,Yes,No,DSL,Two year,75,Yes,3
Female,0,Yes,9,Yes,No,DSL,Month-to-month,65,Yes,0
Female,1,No,50,Yes,Yes,Fiber optic,One year,88,Yes,3
Male,0,Yes,46,Yes,No,Fiber optic,Month-to-month,20,No,1
Female,0,No,15,Yes,No,DSL,Month-to-month,25,No,1
Female,0,No,23,Yes,Yes,DSL,One year,79,No,0
Female,0,No,2,Yes,No,DSL,Month-to-month,59,No,0
Male,0,No,18,Yes,No,DSL,One year,91,Yes,0
Female,1,No,70,Yes,Yes,Fiber optic,Month-to-month,76,No,3
Female,0,Yes,9,Yes,No,DSL,Month-to-month,49,No,0
Male,0,Yes,30,Yes,Yes,DSL,One year,68,No,0
Male,0,Yes,15,Yes,No,DSL,One year,75,No,0
Male,1,No,39,Yes,Yes,Fiber optic,Month-to-month,91,No,3
Female,0,No,12,Yes,No,DSL,One year,49,No,0
Male,0,No,19,Yes,No,DSL,Month-to-month,90,No,0
Male,1,No,24,Yes,Yes,DSL,Two year,55,No,3
Female,0,No,67,Yes,No,DSL,Month-to-month,103,Yes,2
Male,0,No,69,No,No,Fiber optic,One year,60,No,2
Female,0,Yes,55,Yes,Yes,DSL,Two year,85,No,2
Male,0,No,52,Yes,Yes,DSL,Two year,63,No,2
Female,0,No,17,Yes,Yes,Fiber optic,Month-to-month,94,Yes,0
Female,0,Yes,19,Yes,Yes,Fiber optic,Month-to-month,49,No,1
Male,0,No,39,Yes,No,DSL,Month-to-month,75,Yes,2
Male,0,No,40,Yes,No,DSL,Month-to-month,62,No,0
Male,0,No,26,Yes,No,Fiber optic,Month-to-month,21,No,1
Female,0,No,1,Yes,No,DSL,Two year,20,No,1
Male,1,No,18,Yes,Yes,Fiber optic,One year,79,Yes,3
Female,1,No,15,Yes,No,Fiber optic,Month-to-month,75,Yes,3
Female,0,No,2,Yes,Yes,DSL,Month-to-month,20,No,1
Female,0,No,1,Yes,No,DSL,Month-to-month,79,Yes,0
Male,0,No,23,Yes,No,Fiber optic,Month-to-month,95,No,0
Female,0,Yes,72,Yes,Yes,DSL,Two year,67,No,2
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Male,1,No,70,Yes,Yes,DSL,Two year,89,No,3
Female,0,Yes,46,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Female,0,No,36,Yes,No,DSL,Two year,20,No,1
Female,0,No,72,Yes,Yes,Fiber optic,Month-to-month,110,No,2
Female,0,Yes,6,Yes,No,DSL,Month-to-month,49,No,0
Female,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Female,0,No,1,Yes,No,DSL,One year,85,Yes,0
Female,0,No,1,Yes,No,DSL,Two year,83,No,0
Female,0,No,13,Yes,Yes,Fiber optic,Month-to-month,100,Yes,0
Female,0,No,64,No,No,DSL,Month-to-month,48,Yes,2
Male,0,Yes,8,No,Yes,Fiber optic,Month-to-month,45,No,1
Male,0,Yes,72,Yes,No,DSL,Month-to-month,112,No,2
Male,0,No,1,Yes,Yes,DSL,Two year,75,Yes,0
Female,0,No,4,Yes,No,Fiber optic,Month-to-month,101,No,0
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,50,No,0
Male,0,Yes,62,Yes,Yes,DSL,Two year,24,No,1
Female,1,No,34,Yes,Yes,Fiber optic,Month-to-month,96,No,3
Male,0,Yes,1,Yes,No,DSL,Month-to-month,44,Yes,1
Male,0,No,24,Yes,No,Fiber optic,Month-to-month,101,Yes,0
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,105,No,2
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Female,1,No,63,Yes,No,DSL,Month-to-month,104,No,3
Female,0,Yes,66,Yes,Yes,Fiber optic,One year,109,No,2
Male,0,No,61,Yes,No,Fiber optic,Two year,80,No,2
Male,0,No,67,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Female,0,No,12,Yes,Yes,DSL,Two year,96,Yes,0
Male,0,Yes,19,No,Yes,DSL,Two year,35,No,1
Male,0,No,67,Yes,No,Fiber optic,Month-to-month,20,No,1
Female,0,No,13,Yes,Yes,Fiber optic,Month-to-month,80,No,0
Female,0,No,1,Yes,Yes,DSL,Two year,45,No,0
Female,0,Yes,3,Yes,No,DSL,Month-to-month,85,Yes,0
Male,0,Yes,3,Yes,Yes,Fiber optic,Two year,20,No,1
Female,0,Yes,17,Yes,Yes,Fiber optic,Two year,104,Yes,0
Male,0,No,52,Yes,No,Fiber optic,Month-to-month,54,No,2
Male,0,Yes,51,Yes,No,DSL,Two year,19,No,1
Female,1,No,5,Yes,No,Fiber optic,One year,85,Yes,3
Female,1,Yes,29,No,No,DSL,Month-to-month,36,No,3
Female,0,Yes,1,Yes,No,DSL,Two year,20,Yes,1
Female,0,No,1,Yes,No,DSL,Month-to-month,20,Yes,1
Female,0,Yes,42,Yes,No,DSL,Two year,94,No,2
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,20,No,1
Female,0,No,16,Yes,Yes,Fiber optic,Month-to-month,88,Yes,0
Male,0,No,11,Yes,No,DSL,Two year,45,No,0
Female,1,No,26,Yes,No,DSL,Month-to-month,94,Yes,3
Male,0,Yes,54,Yes,No,Fiber optic,Month-to-month,61,No,2
Male,0,No,30,Yes,Yes,Fiber optic,Two year,94,Yes,0
Male,1,Yes,66,Yes,No,DSL,Month-to-month,79,Yes,3
Female,0,Yes,72,Yes,No,Fiber optic,Month-to-month,109,No,2
Male,0,Yes,12,Yes,No,Fiber optic,Month-to-month,24,No,1
Female,0,No,19,Yes,Yes,DSL,Two year,107,Yes,0
Male,0,No,9,Yes,No,DSL,Two year,69,No,0
Female,0,Yes,0,Yes,No,DSL,Month-to-month,73,No,0
Male,0,No,66,Yes,Yes,Fiber optic,Month-to-month,25,No,1
Male,1,Yes,10,No,No,DSL,One year,35,No,3
Female,0,Yes,56,Yes,No,Fiber optic,Month-to-month,24,No,1
Female,0,Yes,67,Yes,No,DSL,One year,19,No,1
Male,0,Yes,64,No,No,DSL,Month-to-month,60,No,2
Female,0,No,64,Yes,Yes,Fiber optic,Month-to-month,81,No,2
Male,1,No,13,Yes,No,DSL,Month-to-month,70,No,3
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,96,Yes,0
Female,0,No,4,No,No,Fiber optic,One year,35,No,1
Female,0,Yes,45,Yes,Yes,Fiber optic,Two year,20,No,1
Male,0,No,18,Yes,No,DSL,Month-to-month,95,No,0
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,58,No,0
Male,0,No,1,Yes,Yes,Fiber optic,One year,21,Yes,1
Male,0,No,29,No,No,DSL,Month-to-month,46,No,1
Female,0,No,69,Yes,No,DSL,Two year,25,No,1
Female,0,No,21,Yes,No,DSL,Month-to-month,100,No,0
Female,0,No,20,Yes,No,DSL,Month-to-month,44,No,1
Male,0,Yes,72,Yes,No,DSL,Month-to-month,110,No,2
Male,0,No,7,No,No,DSL,One year,24,No,1
Male,0,No,5,Yes,Yes,Fiber optic,One year,20,No,1
Female,0,No,6,Yes,Yes,DSL,Two year,50,No,0
Male,0,Yes,13,Yes,Yes,DSL,Month-to-month,66,No,0
Female,0,Yes,1,Yes,Yes,DSL,One year,20,No,1
Female,0,No,3,Yes,Yes,DSL,Two year,79,Yes,0
Male,0,No,7,Yes,No,DSL,Two year,96,No,0
Male,0,No,6,Yes,Yes,DSL,One year,85,Yes,0
Male,0,No,1,Yes,No,DSL,Two year,20,Yes,1
Female,0,No,11,Yes,No,DSL,Two year,20,No,1
Female,0,No,63,Yes,No,DSL,Month-to-month,100,Yes,2
Female,1,No,3,Yes,No,DSL,Month-to-month,75,No,3
Male,0,No,6,Yes,Yes,Fiber optic,One year,19,No,1
Female,0,Yes,70,Yes,Yes,DSL,Month-to-month,69,No,2
Male,0,No,37,Yes,No,DSL,Month-to-month,90,No,2
Female,1,No,38,Yes,Yes,Fiber optic,One year,20,No,3
Female,1,No,29,Yes,Yes,Fiber optic,Two year,59,No,3
Male,0,No,9,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Male,1,No,23,Yes,Yes,DSL,Two year,21,No,3
Female,1,No,20,Yes,No,DSL,Two year,91,Yes,3
Female,0,Yes,70,Yes,No,Fiber optic,Month-to-month,24,No,1
Male,0,No,70,Yes,Yes,DSL,Two year,101,No,2
Female,1,No,5,Yes,No,DSL,Month-to-month,85,No,3
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,81,No,2
Female,0,Yes,72,No,Yes,Fiber optic,Month-to-month,56,No,2
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,95,No,0
Female,0,No,7,Yes,Yes,Fiber optic,One year,20,Yes,1
Female,0,Yes,23,Yes,Yes,Fiber optic,Two year,82,No,0
Female,0,No,11,Yes,Yes,DSL,Two year,65,No,0
Male,0,Yes,23,Yes,No,DSL,One year,20,No,1
Female,0,No,12,Yes,No,DSL,Month-to-month,54,No,0
Male,0,Yes,49,Yes,Yes,Fiber optic,Month-to-month,94,No,2
Male,0,No,14,Yes,No,Fiber optic,Month-to-month,85,Yes,0
Male,0,Yes,56,No,No,Fiber optic,One year,36,No,1
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,20,No,1
Female,0,No,69,Yes,Yes,Fiber optic,Two year,110,No,2
Male,1,No,6,Yes,Yes,Fiber optic,Month-to-month,81,No,3
Female,0,No,49,Yes,No,DSL,Two year,21,No,1
Male,0,No,18,Yes,Yes,Fiber optic,One year,95,Yes,0
Male,1,No,1,Yes,No,DSL,Month-to-month,70,Yes,3
Female,0,No,3,No,Yes,DSL,Two year,35,Yes,1
